,owner,asset_description,asset_type,type,amount,comment,senator,ptr_link,id,min_amount,max_amount,Open,High,Low,Close,Volume,Adjusted,Error_message_x,transaction_date,ticker,o_c_perc,h_l_perc,Error_message_y,1_Week_O,1_Week_C,1_Week_H,1_Week_L,1_Week_V,1_Week_A,1_Week_o_p,1_Week_c_p,Error_message,1_Month_O,1_Month_C,1_Month_H,1_Month_L,1_Month_V,1_Month_A,1_Month_o_p,1_Month_c_p
929,Spouse,CSX Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,1518,1001,15000.0,71.629997,72.959999,71.230003,72.949997,4423500.0,71.95542900000001,None,03/11/2019,CSX,-0.01842803371889005,-0.02428746212463307,None,73.389999,73.870003,74.129997,72.83000200000001,3996400.0,72.86288499999999,-0.02457073954645007,-0.012611460422678302,None,74.540001,75.620003,75.739998,74.370003,4186400.0,74.589027,-0.04062549381371607,-0.03660049499385176
930,Spouse,CME Group Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,1519,1001,15000.0,171.520004,172.740005,170.600006,170.820007,1727500.0,166.258881,None,03/11/2019,CME,0.004081139130570427,-0.012543956182510268,None,170.580002,169.889999,171.369995,169.509995,1834000.0,165.35372900000002,0.005480421980400564,0.005444373971955258,None,170.029999,172.389999,172.559998,169.350006,1630300.0,167.786972,0.008687062530618857,-0.00919091403619943
931,Spouse,The Bank of New York Mellon Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,1520,1001,15000.0,51.759997999999996,52.0,51.490002000000004,51.830002,3509700.0,50.077209,None,03/11/2019,BK,-0.001352473004346028,-0.009904796663243398,None,53.48,53.98,54.169998,53.290001000000004,3345600.0,52.154495000000004,-0.03323033358695263,-0.04148172712785148,None,50.880001,51.25,51.330002,50.880001,6959000.0,49.516822999999995,0.017001488292174894,0.011190468408625575
932,Spouse,ASML Holding N.V.,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,1521,1001,15000.0,178.33999599999999,182.100006,178.309998,181.08999599999999,609900.0,177.322845,None,03/11/2019,ASML,-0.015419984645508237,-0.02125516259609851,None,190.529999,190.639999,191.429993,189.380005,589500.0,186.674194,-0.06835260330498168,-0.05273622624631349,None,202.0,203.559998,203.679993,201.630005,503600.0,199.325409,-0.1326679630518777,-0.1240819619875635
933,Spouse,AstraZeneca PLC,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,1522,1001,15000.0,41.650002,42.330002,41.639998999999996,42.189999,3501500.0,40.923798,None,03/11/2019,AZN,-0.012965113423043764,-0.016570677631380454,None,42.52,42.580002,42.740002000000004,42.43,3076200.0,41.302094,-0.020888306319889312,-0.00924396798397649,None,41.080002,40.860001000000004,41.080002,40.77,3169400.0,39.633717,0.01368547353251028,0.03152401117620307
934,Spouse,Asahi Kasei Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,1523,1001,15000.0,22.43,22.43,21.959999,22.200001,26300.0,21.524507999999997,None,03/11/2019,AHKSY,0.010254079358002648,-0.021402596603032627,None,22.139999,21.719998999999998,22.139999,21.469998999999998,23400.0,21.059110999999998,0.012929157378510931,0.02162171073776089,None,21.07,21.1,21.17,21.059998999999998,26100.0,20.761877,0.060633080695497076,0.04954959236263092
935,Spouse,Apple Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,1524,1001,15000.0,175.490005,179.119995,175.350006,178.899994,32011000.0,176.111877,None,03/11/2019,AAPL,-0.019431243391895715,-0.02149979396065707,None,185.800003,188.020004,188.389999,185.78999299999998,26219800.0,185.089767,-0.058749773242071576,-0.05097825771866716,None,196.419998,200.100006,200.229996,196.33999599999999,25881700.0,196.981491,-0.11926601175947311,-0.11850202745115808
936,Spouse,American Tower Corporation (REIT),Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,1525,1001,15000.0,182.309998,185.300003,182.050003,185.16000400000001,1586700.0,181.166061,None,03/11/2019,AMT,-0.015632746592427738,-0.017852238101858202,None,189.110001,188.889999,189.479996,187.5,1556200.0,184.41499299999998,-0.037299122783161914,-0.020144712245739493,None,195.070007,196.220001,196.470001,194.190002,2166500.0,191.98748799999998,-0.0699907253578051,-0.059732106076212765
937,Spouse,"Amazon.com, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,1526,1001,15000.0,1626.119995,1672.290039,1626.01001,1670.619995,3876400.0,1670.619995,None,03/11/2019,AMZN,-0.027365754149034985,-0.02846232723991657,None,1712.699951,1742.1500239999998,1750.0,1712.630005,5429100.0,1742.1500239999998,-0.053243276182702644,-0.04281645689269976,None,1833.22998,1849.859985,1850.199951,1825.109985,3752800.0,1849.859985,-0.1273645153105691,-0.10728950361928359
938,Spouse,Alphabet Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,1527,1001,15000.0,1144.449951,1176.189941,1144.449951,1175.76001,1719200.0,1175.76001,None,03/11/2019,GOOG,-0.027358172345275333,-0.02773383840181582,None,1183.300049,1184.26001,1190.0,1177.421021,1292600.0,1184.26001,-0.033946524237301386,-0.00722936647590183,None,1207.890015,1203.839966,1208.689941,1199.859985,860200.0,1203.839966,-0.05543279891319589,-0.023882387358964554
939,Spouse,Airbus SE,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,1528,1001,15000.0,31.52,31.83,31.49,31.780001000000002,113500.0,30.300243,None,03/11/2019,EADSY,-0.008248762690355411,-0.010797078437599235,None,33.209998999999996,33.48,33.560001,33.150002,146600.0,31.921084999999998,-0.053616719543147104,-0.053492729594312935,None,34.040001000000004,33.98,34.040001000000004,33.869999,224700.0,32.397804,-0.07994927030456866,-0.06922589461214915
940,Spouse,"Activision Blizzard, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,1529,1001,15000.0,42.23,43.099998,41.990002000000004,42.919998,9451100.0,42.29977,None,03/11/2019,ATVI,-0.01633904807009242,-0.026434768924278575,None,44.93,44.970001,45.16,44.119999,11344600.0,44.320152,-0.06393559081221888,-0.0477633526450771,None,47.23,47.57,47.630001,46.369999,5563800.0,47.259186,-0.11839924224484964,-0.10834115136724845
941,Spouse,AIA Group Limited,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,1530,1001,15000.0,39.439999,39.630001,38.459998999999996,39.529999,136100.0,39.314240000000005,None,03/11/2019,AAGIY,-0.002281947319521897,-0.03042126964173878,None,40.630001,40.470001,40.630001,39.68,101600.0,40.249111,-0.030172465268064528,-0.023779459240563273,None,40.849998,40.849998,40.900002,40.299999,934100.0,40.627037,-0.035750482650874285,-0.03339233578022612
942,Self,The Coca-Cola Company,Stock,Purchase,"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,1531,1001,15000.0,45.529999,45.669998,45.299999,45.650002,15973800.0,43.86327,None,03/04/2019,KO,0.002635690811238632,0.00816774852467436,None,45.139998999999996,46.18,46.240002000000004,45.099998,22126900.0,44.372516999999995,-0.008565780992000473,0.011610032350053328,None,46.990002000000004,46.720001,47.169998,46.59,11522700.0,45.283279,0.03206683575811209,0.023439188458305057
943,Spouse,The Boeing Company,Stock,Sale (Full),"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/94008f80-fd16-4656-afb6-ba4ae1d47319/,1537,1001,15000.0,370.880005,385.709991,366.450012,378.98999,26697700.0,370.113434,None,03/15/2019,BA,-0.021866870391139027,-0.05255827089453059,None,368.790009,362.170013,369.859985,361.52999900000003,10143900.0,353.68743900000004,0.005635235040508547,0.04438105871872763,None,375.75,379.640015,379.950012,372.0,7334600.0,370.74823,-0.01313091817931791,-0.0017151508407914095
945,Joint,The Boeing Company,Stock,Sale (Full),"$15,001 - $50,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/94008f80-fd16-4656-afb6-ba4ae1d47319/,1539,15001,50000.0,370.880005,385.709991,366.450012,378.98999,26697700.0,370.113434,None,03/15/2019,BA,-0.021866870391139027,-0.05255827089453059,None,368.790009,362.170013,369.859985,361.52999900000003,10143900.0,353.68743900000004,0.005635235040508547,0.04438105871872763,None,375.75,379.640015,379.950012,372.0,7334600.0,370.74823,-0.01313091817931791,-0.0017151508407914095
946,Self,Invesco S&amp;P SmallCap Low Volatility ETF,Stock,Purchase,"$50,001 - $100,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/252cb80b-a178-4762-8e33-d1d3776a0656/,1547,50001,100000.0,46.369999,46.720001,46.369999,46.669998,293000.0,44.803513,None,03/08/2019,XSLV,0.00646967881107782,0.00754802690420596,None,47.330002,47.299999,47.630001,47.169998,171600.0,45.408318,0.020703105902590172,0.013499057788689,None,47.740002000000004,47.950001,47.950001,47.630001,238200.0,46.070309,0.029545029750809443,0.027426677841297542
953,Joint,FedEx Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0e5d9b1e-2b51-42b9-9ead-f05d117260a8/,1558,1001,15000.0,187.929993,190.369995,187.259995,189.899994,2301400.0,186.685226,None,04/05/2019,FDX,0.010482632221457042,0.016607925253869546,None,194.0,196.949997,196.979996,193.179993,1651200.0,193.61586,0.03229929881389398,0.03712481949841454,None,188.720001,188.059998,190.580002,187.75,1229200.0,184.876373,0.004203735589986428,-0.009689289405664674
954,Joint,"BWX Technologies, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0e5d9b1e-2b51-42b9-9ead-f05d117260a8/,1560,1001,15000.0,50.540001000000004,51.18,50.43,50.900002,377100.0,50.244949,None,04/05/2019,BWXT,-0.007123090480350344,-0.0148720999405116,None,51.619999,52.049999,52.130001,51.580002,351600.0,51.380142,-0.021369172509513725,-0.0225932604089092,None,49.59,49.73,50.259997999999996,49.34,1137500.0,49.09,0.018797011895587423,0.022986285933741295
955,Joint,"Live Nation Entertainment, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0e5d9b1e-2b51-42b9-9ead-f05d117260a8/,1561,1001,15000.0,65.160004,65.190002,64.379997,64.82,1047900.0,64.82,None,04/03/2019,LYV,0.0052179861744638244,-0.012581625314459145,None,63.650002,64.599998,64.709999,63.48,831900.0,64.599998,0.023173755483501812,0.0033940450478246505,None,65.339996,63.720001,65.489998,63.709998999999996,1588000.0,63.720001,-0.0027623079949473084,0.016970055538413912
956,Joint,The Mosaic Company,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0e5d9b1e-2b51-42b9-9ead-f05d117260a8/,1562,1001,15000.0,27.790001,27.969998999999998,27.25,27.360001,3661300.0,27.069956,None,04/03/2019,MOS,-0.015473191238820024,0.02642198165137607,None,27.5,27.360001,27.620001000000002,27.219998999999998,4568500.0,27.069956,-0.010435444028951283,0.0,None,26.120001000000002,25.809998999999998,26.26,25.809998999999998,2875000.0,25.536386,-0.060093556671696344,-0.05665211781242269
957,Joint,FedEx Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0e5d9b1e-2b51-42b9-9ead-f05d117260a8/,1563,1001,15000.0,185.58999599999999,188.0,184.279999,185.190002,1263900.0,185.190002,None,04/03/2019,FDX,-0.002155256256377054,0.020186677991028187,None,190.0,191.0,191.75,189.5,1069400.0,187.766602,0.02376207821029327,0.031373173158667646,None,189.729996,185.619995,189.83999599999999,185.619995,1432900.0,182.477676,0.022307236862055945,0.002321901805476497
958,Joint,FedEx Corporation,Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0e5d9b1e-2b51-42b9-9ead-f05d117260a8/,1564,15001,50000.0,186.509995,186.66000400000001,183.679993,184.029999,1553000.0,180.914612,None,04/02/2019,FDX,-0.013296853072136964,0.016223928100868444,None,189.899994,189.949997,190.429993,188.850006,1435500.0,186.73436,0.0181759642425597,0.03216865745893958,None,186.940002,189.46000700000002,190.649994,185.559998,1562800.0,186.252686,0.002305544000470265,0.029506102426268093
959,Joint,"Live Nation Entertainment, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0e5d9b1e-2b51-42b9-9ead-f05d117260a8/,1565,1001,15000.0,64.610001,64.779999,63.91,64.769997,928900.0,64.769997,None,04/02/2019,LYV,-0.00247633489434564,-0.013612877483961932,None,63.209998999999996,63.43,63.990002000000004,63.0,901500.0,63.43,0.02166850299228444,0.020688545037295645,None,66.129997,65.339996,66.18,64.389999,1544300.0,65.339996,-0.0235257077306036,-0.008800355510283499
960,Joint,FedEx Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0e5d9b1e-2b51-42b9-9ead-f05d117260a8/,1568,1001,15000.0,179.020004,182.08999599999999,178.91000400000001,181.41000400000001,2171500.0,181.41000400000001,None,03/29/2019,FDX,0.013350463337047041,0.0177742548147278,None,187.929993,189.899994,190.369995,187.259995,2301400.0,186.685226,0.04977091275229776,0.04680000999283356,None,185.240005,184.03999299999998,186.53999299999998,182.889999,3638100.0,180.924423,0.0347447260698307,0.014497486037208655
961,Joint,FedEx Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0e5d9b1e-2b51-42b9-9ead-f05d117260a8/,1569,1001,15000.0,179.020004,182.08999599999999,178.91000400000001,181.41000400000001,2171500.0,181.41000400000001,None,03/29/2019,FDX,0.013350463337047041,0.0177742548147278,None,187.929993,189.899994,190.369995,187.259995,2301400.0,186.685226,0.04977091275229776,0.04680000999283356,None,185.240005,184.03999299999998,186.53999299999998,182.889999,3638100.0,180.924423,0.0347447260698307,0.014497486037208655
962,Joint,The Mosaic Company,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0e5d9b1e-2b51-42b9-9ead-f05d117260a8/,1570,1001,15000.0,27.030001000000002,27.700001,26.91,27.17,5906700.0,26.881969,None,03/28/2019,MOS,0.005179393075124175,0.029357153474544786,None,27.290001,27.719998999999998,27.73,27.129998999999998,2294700.0,27.426140000000004,0.00961894156052743,0.02024287817445698,None,26.23,26.049999,26.58,26.030001000000002,4825500.0,25.77384,-0.029596780259090693,-0.0412219727640781
963,Joint,FedEx Corporation,Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0e5d9b1e-2b51-42b9-9ead-f05d117260a8/,1571,15001,50000.0,174.850006,178.259995,174.850006,177.899994,2031500.0,174.888351,None,03/28/2019,FDX,0.017443453790902272,0.01950236707455415,None,184.800003,187.669998,187.75,184.800003,1303100.0,187.669998,0.0569059002491541,0.054918517872462665,None,195.759995,188.869995,195.91000400000001,188.630005,3086600.0,185.672653,0.11958815145822754,0.06166386379979303
964,Joint,FedEx Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0e5d9b1e-2b51-42b9-9ead-f05d117260a8/,1572,1001,15000.0,174.850006,178.259995,174.850006,177.899994,2031500.0,174.888351,None,03/28/2019,FDX,0.017443453790902272,0.01950236707455415,None,184.800003,187.669998,187.75,184.800003,1303100.0,184.492966,0.0569059002491541,0.054918517872462665,None,195.759995,188.869995,195.91000400000001,188.630005,3086600.0,185.672653,0.11958815145822754,0.06166386379979303
965,Joint,The Mosaic Company,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0e5d9b1e-2b51-42b9-9ead-f05d117260a8/,1573,1001,15000.0,27.030001000000002,27.700001,26.91,27.17,5906700.0,26.881969,None,03/28/2019,MOS,0.005179393075124175,0.029357153474544786,None,27.290001,27.719998999999998,27.73,27.129998999999998,2294700.0,27.426140000000004,0.00961894156052743,0.02024287817445698,None,26.23,26.049999,26.58,26.030001000000002,4825500.0,25.77384,-0.029596780259090693,-0.0412219727640781
966,Joint,FedEx Corporation,Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0e5d9b1e-2b51-42b9-9ead-f05d117260a8/,1575,15001,50000.0,174.850006,178.259995,174.850006,177.899994,2031500.0,174.888351,None,03/28/2019,FDX,0.017443453790902272,0.01950236707455415,None,184.800003,187.669998,187.75,184.800003,1303100.0,184.492966,0.0569059002491541,0.054918517872462665,None,195.759995,188.869995,195.91000400000001,188.630005,3086600.0,185.672653,0.11958815145822754,0.06166386379979303
967,Joint,Booking Holdings Inc.,Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0e5d9b1e-2b51-42b9-9ead-f05d117260a8/,1576,15001,50000.0,1761.199951,1783.859985,1759.219971,1768.869995,462400.0,1768.869995,None,03/26/2019,BKNG,0.004355010341469151,0.014006215485374379,None,1766.030029,1763.550049,1771.569946,1751.2399899999998,492600.0,1763.550049,0.0027424926949705312,-0.003007539284988591,None,1849.22998,1887.72998,1895.280029,1847.339966,549300.0,1887.72998,0.049982984016106194,0.06719543286729789
968,Joint,Microsoft Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0e5d9b1e-2b51-42b9-9ead-f05d117260a8/,1577,1001,15000.0,116.559998,118.010002,116.32,117.660004,27067100.0,116.123627,None,03/25/2019,MSFT,-0.009437251363027714,-0.014528903026134861,None,118.949997,119.019997,119.110001,118.099998,22789100.0,117.46585800000001,-0.020504452994242528,-0.01155866865345341,None,122.620003,123.760002,124.0,122.57,15648700.0,122.14395900000001,-0.051990435003267624,-0.0518442783666742
969,Joint,Oracle Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0e5d9b1e-2b51-42b9-9ead-f05d117260a8/,1579,1001,15000.0,52.560001,52.939999,52.23,52.740002000000004,11755900.0,51.585228,None,03/25/2019,ORCL,-0.00342467649496438,-0.013593700938158213,None,53.880001,54.580002,54.650002,53.849998,15191700.0,53.384941000000005,-0.025114154773322784,-0.034888129128246834,None,54.400002,54.619999,54.68,54.200001,6088100.0,53.663318999999994,-0.03500762870990053,-0.03564650983517209
970,Joint,Alphabet Inc.,Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0e5d9b1e-2b51-42b9-9ead-f05d117260a8/,1580,15001,50000.0,1196.930054,1206.397949,1187.040039,1193.0,1496800.0,1193.0,None,03/25/2019,GOOG,-0.00328344499903411,0.016307714452755664,None,1184.099976,1194.430054,1196.660034,1182.0,1252500.0,1194.430054,-0.010719154354194167,0.0011987041072924788,None,1235.98999,1248.839966,1249.089966,1228.310059,807300.0,1248.839966,0.032633432396042175,0.04680634199497066
971,Joint,"BWX Technologies, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0e5d9b1e-2b51-42b9-9ead-f05d117260a8/,1582,1001,15000.0,50.52,50.919998,49.939999,50.0,762000.0,49.356528999999995,None,03/19/2019,BWXT,0.010292953285827456,-0.019623528626822748,None,48.880001,48.779999,48.919998,48.380001,356000.0,48.152221999999995,0.03246237133808399,0.024400020000000067,None,52.27,52.18,52.450001,51.75,354300.0,51.508472,-0.03463974663499604,-0.04359999999999999
972,Joint,"BWX Technologies, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0e5d9b1e-2b51-42b9-9ead-f05d117260a8/,1584,1001,15000.0,50.52,50.919998,49.939999,50.0,762000.0,49.356528999999995,None,03/19/2019,BWXT,0.010292953285827456,-0.019623528626822748,None,48.880001,48.779999,48.919998,48.380001,356000.0,48.152221999999995,0.03246237133808399,0.024400020000000067,None,52.27,52.18,52.450001,51.75,354300.0,51.508472,-0.03463974663499604,-0.04359999999999999
973,Joint,MPLX LP,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0e5d9b1e-2b51-42b9-9ead-f05d117260a8/,1585,1001,15000.0,33.919998,34.299999,33.709998999999996,33.849998,1322000.0,29.437321,None,03/19/2019,MPLX,-0.002063679366962235,0.017502225378292165,None,33.389998999999996,33.259997999999996,33.720001,32.900002,1087300.0,28.924235999999997,-0.015624971440151725,-0.01742983854829189,None,32.869999,32.509997999999996,32.869999,32.330002,1098000.0,28.272005,-0.03095516102329958,-0.03958641297408654
974,Joint,Targa Resources Corp.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0e5d9b1e-2b51-42b9-9ead-f05d117260a8/,1586,1001,15000.0,40.130001,40.77,39.970001,40.75,1648400.0,36.836269,None,03/18/2019,TRGP,0.015449762884381687,0.020014985738929545,None,40.57,40.529999,40.799999,39.970001,1599900.0,36.63739,0.01096434061888013,-0.005398797546012355,None,40.029999,39.959998999999996,40.18,39.619999,1703700.0,36.122135,-0.0024919510966372386,-0.019386527607362054
975,Joint,"Western Midstream Partners, LP",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0e5d9b1e-2b51-42b9-9ead-f05d117260a8/,1587,1001,15000.0,31.85,32.5,31.620001000000002,32.34,2463200.0,28.147778999999996,None,03/18/2019,WES,0.015384615384615446,0.027830454527816045,None,32.330002,32.02,32.41,31.530001000000002,480000.0,27.869260999999998,0.015070706436420687,-0.009894867037724188,None,35.049999,34.810001,35.049999,34.139998999999996,1175400.0,30.297591999999998,0.10047092621664044,0.0763760358688929
976,Joint,TransCanada Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0e5d9b1e-2b51-42b9-9ead-f05d117260a8/,1590,1001,15000.0,45.02,45.169998,44.5,44.700001,1269200.0,42.113941,None,03/07/2019,TRP,0.007107929808973851,-0.015056134831460666,None,45.259997999999996,45.139998999999996,45.349998,45.09,1205600.0,42.528481,-0.005330919591292599,-0.009843355484488595,None,45.77,45.669998,45.880001,45.349998,2148100.0,43.565655,-0.016659262549977787,-0.02170015611409045
977,Joint,TransCanada Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0e5d9b1e-2b51-42b9-9ead-f05d117260a8/,1592,1001,15000.0,45.02,45.169998,44.5,44.700001,1269200.0,42.113941,None,03/07/2019,TRP,0.007107929808973851,-0.015056134831460666,None,45.259997999999996,45.139998999999996,45.349998,45.09,1205600.0,42.528481,-0.005330919591292599,-0.009843355484488595,None,45.77,45.669998,45.880001,45.349998,2148100.0,43.565655,-0.016659262549977787,-0.02170015611409045
978,Joint,TransCanada Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0e5d9b1e-2b51-42b9-9ead-f05d117260a8/,1593,1001,15000.0,44.75,45.150002,44.669998,44.900002,1051600.0,41.827934,None,03/06/2019,TRP,-0.0033520000000000143,-0.010745556782876977,None,45.349998,45.27,45.529999,45.130001,722900.0,42.650967,-0.013407776536312834,-0.00824048961066867,None,45.849998,45.82,45.970001,45.650002,1602800.0,43.708744,-0.024580960893854736,-0.020489932272163364
979,Joint,"BWX Technologies, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0e5d9b1e-2b51-42b9-9ead-f05d117260a8/,1594,1001,15000.0,51.849998,52.509997999999996,51.439999,51.759997999999996,1027300.0,50.917694,None,03/01/2019,BWXT,0.0017357763446780347,-0.020800914090219863,None,48.740002000000004,48.709998999999996,48.759997999999996,47.990002000000004,461600.0,48.083126,0.059980638764923294,0.05892579439435063,None,49.66,49.580002,50.25,49.43,493700.0,48.941933,0.04223718581435631,0.04211738957176922
980,Joint,RPM International Inc.,Stock,Sale (Partial),"$50,001 - $100,000",--,Daniel S Sullivan,https://efdsearch.senate.gov/search/view/ptr/761ccdcd-aa8f-42fa-884a-5e67c47199e5/,1596,50001,100000.0,58.439999,58.759997999999996,57.540001000000004,57.66,365900.0,56.119960999999996,None,03/19/2019,RPM,0.013347005704089825,-0.021202589134469985,None,57.98,57.59,58.16,57.32,449300.0,56.051826,0.007871304036127779,0.0012140131807144153,None,61.189999,61.689999,61.75,60.990002000000004,404200.0,60.390938,-0.04705681120904879,-0.0698924557752342
981,Self,Danaher Corporation,Stock,Sale (Full),"$15,001 - $50,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/2c16529c-a84c-4337-b3af-8210640f0c87/,1605,15001,50000.0,127.550003,128.21000700000002,126.43,127.769997,3627800.0,126.980011,None,03/01/2019,DHR,-0.0017247667175672257,-0.014078992327770401,None,123.739998,125.040001,125.150002,123.5,2369100.0,124.266884,0.029870677462861397,0.021366487157387974,None,130.440002,132.020004,132.169998,130.070007,3211100.0,131.375885,-0.022657772889272208,-0.03326294983007628
982,Spouse,"Netflix, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/c41572bf-57fc-4769-9f70-34e195b5aaef/,1606,1001,15000.0,363.5,368.02999900000003,359.799988,362.869995,5629900.0,362.869995,None,02/27/2019,NFLX,0.0017331636863823462,-0.022873850123641605,None,353.600006,359.609985,359.880005,351.700012,6211900.0,359.609985,0.027235196698762013,0.008983961322015678,None,361.0,353.369995,362.47000099999997,350.369995,7852400.0,353.369995,0.0068775790921595595,0.026180175078956307
