"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"LGF.A","Lions Gate Entertainment Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lgf.a",
"LGF.B","Lions Gate Entertainment Corporation","n/a","n/a","2016","n/a","n/a","https://old.nasdaq.com/symbol/lgf.b",
"LAD","Lithia Motors, Inc.","106.63","$2.43B","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/lad",
"LAC","Lithium Americas Corp.","3.36","$302.28M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/lac",
"LYV","Live Nation Entertainment, Inc.","39.37","$8.47B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/lyv",
"LOAK.U","Live Oak Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/loak.u",
"LTHM","Livent Corporation","6.26","$915.07M","2018","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/lthm",
"RAMP","LiveRamp Holdings, Inc.","38.17","$2.57B","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/ramp",
"LYG","Lloyds Banking Group Plc","1.46","$25.72B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/lyg",
"SCD","LMP Capital and Income Fund Inc.","9.63","$173.18M","2004","n/a","n/a","https://old.nasdaq.com/symbol/scd",
"LMT","Lockheed Martin Corporation","376.54","$105.6B","n/a","Capital Goods","Military/Government/Technical","https://old.nasdaq.com/symbol/lmt",
"L","Loews Corporation","30.34","$8.54B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/l",
"LOMA","Loma Negra Compania Industrial Argentina Sociedad Anonima","3.48","$414.83M","2017","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/loma",
"LPX","Louisiana-Pacific Corporation","20.01","$2.24B","n/a","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/lpx",
"LOW","Lowe&#39;s Companies, Inc.","111.92","$84.49B","n/a","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/low",
"LXU","Lsb Industries Inc.","1.64","$48.06M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/lxu",
"LTC","LTC Properties, Inc.","33.39","$1.31B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ltc",
"LUB","Luby&#39;s, Inc.","0.7017","$21.54M","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/lub",
"LL","Lumber Liquidators Holdings, Inc","7.3","$209.99M","2007","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/ll",
"LXFR","Luxfer Holdings PLC","13.17","$377.29M","2012","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/lxfr",
"LDL","Lydall, Inc.","9.89","$175M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/ldl",
"LYB","LyondellBasell Industries NV","53.73","$17.93B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/lyb",
"MTB","M&T Bank Corporation","101.62","$13.04B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mtb",
"MDC","M.D.C. Holdings, Inc.","27.39","$1.73B","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/mdc",
"MHO","M/I Homes, Inc.","25.18","$718.22M","1993","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/mho",
"MAC","Macerich Company (The)","6.47","$915.73M","1994","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mac",
"CLI","Mack-Cali Realty Corporation","15.54","$1.41B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cli",
"MFD","Macquarie First Trust Global","7.94","$67.87M","2004","n/a","n/a","https://old.nasdaq.com/symbol/mfd",
"MGU","Macquarie Global Infrastructure Total Return Fund Inc.","16.54","$206.23M","2005","n/a","n/a","https://old.nasdaq.com/symbol/mgu",
"MIC","Macquarie Infrastructure Corporation ","28.13","$2.44B","2004","Energy","Oil Refining/Marketing","https://old.nasdaq.com/symbol/mic",
"BMA","Macro Bank Inc.","17.97","$1.15B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bma",
"M","Macy&#39;s Inc","5.08","$1.57B","n/a","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/m",
"MCN","Madison Covered Call & Equity Strategy Fund","5.61","$117.51M","2004","n/a","n/a","https://old.nasdaq.com/symbol/mcn",
"MSGE","Madison Square Garden Entertainment Corp.","78.42","$1.88B","2020","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/msge",
"MSGS","Madison Square Garden Sports Corp.","168.59","$4.04B","2015","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/msgs",
"MMP","Magellan Midstream Partners L.P.","41.18","$9.27B","n/a","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/mmp",
"MGA","Magna International, Inc.","38.25","$11.58B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/mga",
"MX","MagnaChip Semiconductor Corporation","11.83","$414.7M","2011","Technology","Semiconductors","https://old.nasdaq.com/symbol/mx",
"MGY","Magnolia Oil & Gas Corporation","4.93","$1.25B","2017","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mgy",
"MH^A","Maiden Holdings, Ltd.","6.6977","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mh^a",
"MH^C","Maiden Holdings, Ltd.","6","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mh^c",
"MH^D","Maiden Holdings, Ltd.","6.4099","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mh^d",
"MHLA","Maiden Holdings, Ltd.","16.75","n/a","2016","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mhla",
"MHNC","Maiden Holdings, Ltd.","18.2","n/a","2013","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mhnc",
"MAIN","Main Street Capital Corporation","26.33","$1.7B","2007","n/a","n/a","https://old.nasdaq.com/symbol/main",
"MMD","MainStay MacKay DefinedTerm Municipal Opportunitie","19.86","$549.01M","2012","n/a","n/a","https://old.nasdaq.com/symbol/mmd",
"MNK","Mallinckrodt plc","3.17","$266.94M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mnk",
"MANU","Manchester United Ltd.","15.81","$2.6B","2012","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/manu",
"MTW","Manitowoc Company, Inc. (The)","8.76","$307.08M","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/mtw",
"MN","Manning & Napier, Inc.","3.03","$49.31M","2011","Finance","Investment Managers","https://old.nasdaq.com/symbol/mn",
"MAN","ManpowerGroup","68.39","$4.01B","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/man",
"MFC","Manulife Financial Corp","11.71","$22.71B","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/mfc",
"MRO","Marathon Oil Corporation","5.51","$4.36B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mro",
"MPC","Marathon Petroleum Corporation","30.78","$20.01B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/mpc",
"MMI","Marcus & Millichap, Inc.","27.12","$1.06B","2013","Finance","Real Estate","https://old.nasdaq.com/symbol/mmi",
"MCS","Marcus Corporation (The)","12","$371.79M","n/a","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/mcs",
"MPX","Marine Products Corporation","9.07","$308.13M","n/a","Capital Goods","Marine Transportation","https://old.nasdaq.com/symbol/mpx",
"HZO","MarineMax, Inc.","14.57","$312.89M","1998","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/hzo",
"MKL","Markel Corporation","836.01","$11.52B","1986","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mkl",
"VAC","Marriott Vacations Worldwide Corporation","79.34","$3.26B","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/vac",
"MMC","Marsh & McLennan Companies, Inc.","101.65","$51.45B","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/mmc",
"MLM","Martin Marietta Materials, Inc.","179.69","$11.17B","1994","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/mlm",
"MAS","Masco Corporation","41.55","$10.96B","n/a","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/mas",
"DOOR","Masonite International Corporation","62.42","$1.54B","n/a","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/door",
"MTZ","MasTec, Inc.","34.9","$2.57B","n/a","Basic Industries","Water Supply","https://old.nasdaq.com/symbol/mtz",
"MA","Mastercard Incorporated","278.47","$279.51B","2006","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ma",
"MTDR","Matador Resources Company","6.75","$786.76M","2012","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mtdr",
"MTRN","Materion Corporation","50.11","$1.02B","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/mtrn",
"MATX","Matson, Inc.","27.13","$1.17B","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/matx",
"MLP","Maui Land & Pineapple Company, Inc.","10.38","$200.83M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/mlp",
"MAXR","Maxar Technologies Inc.","10.37","$623.65M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/maxr",
"MMS","Maximus, Inc.","66.42","$4.25B","1997","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/mms",
"MXL","MaxLinear, Inc","16.13","$1.17B","2010","Technology","Semiconductors","https://old.nasdaq.com/symbol/mxl",
"MEC","Mayville Engineering Company, Inc.","5.02","$96.95M","2019","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/mec",
"MBI","MBIA, Inc.","7.45","$562.35M","1987","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mbi",
"MKC","McCormick & Company, Incorporated","160.86","$21.38B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/mkc",
"MKC.V","McCormick & Company, Incorporated","n/a","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/mkc.v",
"MCD","McDonald&#39;s Corporation","181.12","$134.67B","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/mcd",
"MUX","McEwen Mining Inc.","0.9646","$386.22M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/mux",
"MCK","McKesson Corporation","134.58","$21.74B","n/a","Health Care","Other Pharmaceuticals","https://old.nasdaq.com/symbol/mck",
"MDU","MDU Resources Group, Inc.","20.95","$4.2B","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/mdu",
"MTL","Mechel PAO","1.64","$454.29M","2004","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/mtl",
"MTL^","Mechel PAO","0.4175","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mtl^",
"MDLA","Medallia, Inc.","22.67","$3.13B","2019","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/mdla",
"MPW","Medical Properties Trust, Inc.","16.97","$8.87B","2005","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mpw",
"MED","MEDIFAST INC","91.83","$1.08B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/med",
"MCC","Medley Capital Corporation","0.5089","$27.72M","2011","n/a","n/a","https://old.nasdaq.com/symbol/mcc",
"MCV","Medley Capital Corporation","19.2","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mcv",
"MCX","Medley Capital Corporation","21.9","n/a","2015","n/a","n/a","https://old.nasdaq.com/symbol/mcx",
"MDLQ","Medley LLC","4.05","n/a","2017","Finance","Investment Managers","https://old.nasdaq.com/symbol/mdlq",
"MDLX","Medley LLC","3.62","n/a","2016","Finance","Investment Managers","https://old.nasdaq.com/symbol/mdlx",
"MDLY","Medley Management Inc.","0.35","$11.31M","2014","Finance","Investment Managers","https://old.nasdaq.com/symbol/mdly",
"MD","Mednax, Inc","13.1","$1.12B","n/a","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/md",
"MDT","Medtronic plc","98.94","$132.6B","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/mdt",
"MFAC","Megalith Financial Acquisition Corp.","10.36","$219.23M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/mfac",
"MFAC.U","Megalith Financial Acquisition Corp.","n/a","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/mfac.u",
"MFAC.WS","Megalith Financial Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mfac.ws",
"MRK","Merck & Company, Inc.","75.6","$190.9B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mrk",
"MCY","Mercury General Corporation","35.53","$1.97B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mcy",
"MDP","Meredith Corporation","13.39","$607.11M","n/a","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/mdp",
"MTH","Meritage Corporation","56.22","$2.11B","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/mth",
"MTOR","Meritor, Inc.","18.07","$1.31B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/mtor",
"MER^K","Merrill Lynch & Co., Inc.","26.1301","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mer^k",
"PIY","Merrill Lynch Depositor, Inc.","6.05","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/piy",
"MTR","Mesa Royalty Trust","5.38","$10.03M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mtr",
"MSB","Mesabi Trust","13.8","$181.06M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/msb",
"MEI","Methode Electronics, Inc.","28.15","$1.04B","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/mei",
"MET","MetLife, Inc.","34.44","$31.31B","2000","Finance","Life Insurance","https://old.nasdaq.com/symbol/met",
"MET^A","MetLife, Inc.","22.02","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/met^a",
"MET^E","MetLife, Inc.","25.95","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/met^e",
"MET^F","MetLife, Inc.","24.59","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/met^f",
"MCB","Metropolitan Bank Holding Corp.","22.44","$186.27M","2017","Finance","Major Banks","https://old.nasdaq.com/symbol/mcb",
"MTD","Mettler-Toledo International, Inc.","732.74","$17.57B","1997","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/mtd",
"MXE","Mexico Equity and Income Fund, Inc. (The)","7.2","$37.24M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mxe",
"MXF","Mexico Fund, Inc. (The)","8.89","$133.4M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mxf",
"MFA","MFA Financial, Inc.","1.61","$729.52M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mfa",
"MFA^B","MFA Financial, Inc.","16.1001","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mfa^b",
"MFA^C","MFA Financial, Inc.","15.25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mfa^c",
"MFO","MFA Financial, Inc.","18.66","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mfo",
"MCR","MFS Charter Income Trust","7.99","$360.3M","1989","n/a","n/a","https://old.nasdaq.com/symbol/mcr",
"MGF","MFS Government Markets Income Trust","4.71","$153.55M","1987","n/a","n/a","https://old.nasdaq.com/symbol/mgf",
"MIN","MFS Intermediate Income Trust","3.81","$445.4M","1988","n/a","n/a","https://old.nasdaq.com/symbol/min",
"MMT","MFS Multimarket Income Trust","5.54","$354.46M","1987","n/a","n/a","https://old.nasdaq.com/symbol/mmt",
"MFM","MFS Municipal Income Trust","6.03","$248.36M","1986","n/a","n/a","https://old.nasdaq.com/symbol/mfm",
"MFV","MFS Special Value Trust","4.95","$35.61M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mfv",
"MTG","MGIC Investment Corporation","7.45","$2.54B","1991","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mtg",
"MGP","MGM Growth Properties LLC","24.97","$8.27B","2016","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mgp",
"MGM","MGM Resorts International","14.93","$7.36B","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/mgm",
"MFGP","Micro Focus Intl PLC","5.86","$1.96B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mfgp",
"MAA","Mid-America Apartment Communities, Inc.","113.75","$13B","1994","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/maa",
"MAA^I","Mid-America Apartment Communities, Inc.","58.64","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/maa^i",
"AMPY","MIDSTATES PETROLEUM COMPANY, INC.","1.21","$45.45M","2016","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/ampy",
"MLR","Miller Industries, Inc.","28.48","$324.83M","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/mlr",
"HIE","Miller/Howard High Income Equity Fund","5.71","$106.72M","2014","n/a","n/a","https://old.nasdaq.com/symbol/hie",
"MTX","Minerals Technologies Inc.","41.33","$1.41B","1992","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/mtx",
"MG","Mistras Group Inc","3.93","$114.11M","2009","Consumer Services","Military/Government/Technical","https://old.nasdaq.com/symbol/mg",
"MUFG","Mitsubishi UFJ Financial Group Inc","3.85","$49.44B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/mufg",
"MIXT","MiX Telematics Limited","8.92","$196.24M","2013","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mixt",
"MFG","Mizuho Financial Group, Inc.","2.23","$28.28B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mfg",
"MBT","Mobile TeleSystems OJSC","8.59","$7.61B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/mbt",
"MODN","Model N, Inc.","31.45","$1.05B","2013","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/modn",
"MOD","Modine Manufacturing Company","4.18","$212.38M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/mod",
"MC","Moelis & Company","29.79","$1.65B","2014","Finance","Investment Managers","https://old.nasdaq.com/symbol/mc",
"MOGU","MOGU Inc.","1.08","$115.54M","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/mogu",
"MHK","Mohawk Industries, Inc.","80.37","$5.72B","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/mhk",
"MOH","Molina Healthcare Inc","177.27","$10.49B","2003","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/moh",
"TAP","Molson Coors Beverage Company","37.6","$8.14B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/tap",
"TAP.A","Molson Coors Beverage Company","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tap.a",
"MNR","Monmouth Real Estate Investment Corporation","12.75","$1.25B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mnr",
"MNR^C","Monmouth Real Estate Investment Corporation","24.74","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mnr^c",
"MR","Montage Resources Corporation","6.12","$219.15M","2014","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mr",
"MCO","Moody&#39;s Corporation","247.69","$46.44B","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/mco",
"MOG.A","Moog Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mog.a",
"MOG.B","Moog Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mog.b",
"MS","Morgan Stanley","38.81","$61.15B","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/ms",
"MS^A","Morgan Stanley","20.9","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ms^a",
"MS^E","Morgan Stanley","26.83","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ms^e",
"MS^F","Morgan Stanley","26.69","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ms^f",
"MS^I","Morgan Stanley","26.4","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ms^i",
"MS^K","Morgan Stanley","25.9","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ms^k",
"MS^L","Morgan Stanley","24.15","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ms^l",
"CAF","Morgan Stanley China A Share Fund Inc.","19.05","$416.84M","2006","n/a","n/a","https://old.nasdaq.com/symbol/caf",
"MSD","Morgan Stanley Emerging Markets Debt Fund, Inc.","7.9","$161.06M","1993","n/a","n/a","https://old.nasdaq.com/symbol/msd",
"EDD","Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.","5.3","$350.29M","2007","n/a","n/a","https://old.nasdaq.com/symbol/edd",
"IIF","Morgan Stanley India Investment Fund, Inc.","13.86","$185.71M","1994","n/a","n/a","https://old.nasdaq.com/symbol/iif",
"MOS","Mosaic Company (The)","11.1","$4.21B","n/a","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/mos",
"MSI","Motorola Solutions, Inc.","136.21","$23.93B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/msi",
"MOV","Movado Group Inc.","9.23","$212.59M","n/a","Consumer Non-Durables","Consumer Specialties","https://old.nasdaq.com/symbol/mov",
"MPLX","MPLX LP","16.58","$17.55B","2012","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/mplx",
"MRC","MRC Global Inc.","4.77","$391.12M","2012","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/mrc",
"HJV","MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14","0.88","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/hjv",
"MSA","MSA Safety Incorporporated","117.35","$4.56B","n/a","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/msa",
"MSM","MSC Industrial Direct Company, Inc.","58.74","$3.26B","1995","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/msm",
"MSCI","MSCI Inc","334.1","$27.93B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/msci",
"MSGN","MSG Networks Inc.","11.08","$628.35M","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/msgn",
"MLI","Mueller Industries, Inc.","24.45","$1.39B","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/mli",
"MWA","Mueller Water Products Inc","8.7","$1.37B","2006","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/mwa",
"MVF","MuniVest Fund, Inc.","8.06","$522.58M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mvf",
"MZA","MuniYield Arizona Fund, Inc.","12.67","$58.75M","1993","n/a","n/a","https://old.nasdaq.com/symbol/mza",
"MUR","Murphy Oil Corporation","10.6","$1.63B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mur",
"MUSA","Murphy USA Inc.","109.81","$3.2B","2013","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/musa",
"MVO","MV Oil Trust","3.13","$36M","2007","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mvo",
"MVC","MVC Capital, Inc.","6.66","$118.05M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mvc",
"MVCD","MVC Capital, Inc.","22.1001","n/a","2017","n/a","n/a","https://old.nasdaq.com/symbol/mvcd",
"MYE","Myers Industries, Inc.","11.08","$395.83M","n/a","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/mye",
"MYOV","Myovant Sciences Ltd.","12.48","$1.12B","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/myov",
"NBR","Nabors Industries Ltd.","13.4","$98.26M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/nbr",
"NBR^A","Nabors Industries Ltd.","2.89","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nbr^a",
"NC","NACCO Industries, Inc.","29.59","$208.49M","n/a","Consumer Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/nc",
"NTP","Nam Tai Property Inc.","4.78","$186.11M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/ntp",
"NTEST","NASDAQ TEST STOCK","25.01","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ntest",
"NTEST.A","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ntest.a",
"NTEST.B","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ntest.b",
"NTEST.C","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ntest.c",
"NBHC","National Bank Holdings Corporation","24.06","$733.43M","2012","Finance","Major Banks","https://old.nasdaq.com/symbol/nbhc",
"NFG","National Fuel Gas Company","40.78","$3.53B","n/a","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/nfg",
"NGG","National Grid Transco, PLC","56.58","$39.72B","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/ngg",
"NHI","National Health Investors, Inc.","49.18","$2.2B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nhi",
"NOV","National Oilwell Varco, Inc.","12.35","$4.79B","n/a","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/nov",
"NPK","National Presto Industries, Inc.","79.86","$561.9M","n/a","Capital Goods","Ordnance And Accessories","https://old.nasdaq.com/symbol/npk",
"NNN","National Retail Properties","31.18","$5.36B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nnn",
"NNN^F","National Retail Properties","24.26","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nnn^f",
"NRUC","National Rural Utilities Cooperative Finance Corporation","26.68","n/a","2019","Finance","Diversified Financial Services","https://old.nasdaq.com/symbol/nruc",
"SID","National Steel Company","1.42","$1.96B","n/a","Capital Goods","Steel/Iron Ore","https://old.nasdaq.com/symbol/sid",
"NSA","National Storage Affiliates Trust","27.74","$1.89B","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nsa",
"NSA^A","National Storage Affiliates Trust","25.1979","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nsa^a",
"NTCO","Natura &Co Holding S.A.","12.51","$7.43B","2020","n/a","n/a","https://old.nasdaq.com/symbol/ntco",
"NGS","Natural Gas Services Group, Inc.","5.85","$78.29M","2002","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/ngs",
"NGVC","Natural Grocers by Vitamin Cottage, Inc.","10.88","$244.69M","2012","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/ngvc",
